"86    Dep. Cali - Atl. Nacional
Name: Match, dtype: object",Betfair,2.80,1.93,4.60
"86    Dep. Cali - Atl. Nacional
Name: Match, dtype: object",Betfred,2.80,1.96,4.40
"88    Istra 1961 - Rudes
Name: Match, dtype: object",10Bet,2.20,2.20,4.35
"88    Istra 1961 - Rudes
Name: Match, dtype: object",188BET,2.30,2.20,4.60
"88    Istra 1961 - Rudes
Name: Match, dtype: object",18bet,2.25,2.30,4.75
"88    Istra 1961 - Rudes
Name: Match, dtype: object",888sport,2.20,2.20,4.75
"88    Istra 1961 - Rudes
Name: Match, dtype: object",Asianodds,2.20,2.25,4.50
"88    Istra 1961 - Rudes
Name: Match, dtype: object",bet-at-home,2.22,2.35,4.60
"88    Istra 1961 - Rudes
Name: Match, dtype: object",bet365,2.36,2.34,4.68
"88    Istra 1961 - Rudes
Name: Match, dtype: object",Betfair,2.28,2.07,5.00
"88    Istra 1961 - Rudes
Name: Match, dtype: object",Bethard,2.12,2.30,4.90
"89    Slaven Belupo - Rijeka
Name: Match, dtype: object",10Bet,3.15,2.25,2.65
"89    Slaven Belupo - Rijeka
Name: Match, dtype: object",12BET,3.30,2.30,2.75
"89    Slaven Belupo - Rijeka
Name: Match, dtype: object",188BET,3.25,2.37,2.87
"89    Slaven Belupo - Rijeka
Name: Match, dtype: object",18bet,3.20,2.30,2.70
"89    Slaven Belupo - Rijeka
Name: Match, dtype: object",888sport,3.20,2.30,2.70
"89    Slaven Belupo - Rijeka
Name: Match, dtype: object",Asianodds,3.35,2.41,2.64
"89    Slaven Belupo - Rijeka
Name: Match, dtype: object",bet-at-home,3.32,2.48,2.81
"89    Slaven Belupo - Rijeka
Name: Match, dtype: object",bet365,3.55,2.06,2.84
"89    Slaven Belupo - Rijeka
Name: Match, dtype: object",Betfair,3.35,2.32,2.70
"90    D. Zagreb - Hajduk Split
Name: Match, dtype: object",10Bet,2.25,2.20,4.20
"90    D. Zagreb - Hajduk Split
Name: Match, dtype: object",12BET,2.35,2.25,4.30
"90    D. Zagreb - Hajduk Split
Name: Match, dtype: object",188BET,2.30,2.25,4.75
"90    D. Zagreb - Hajduk Split
Name: Match, dtype: object",18bet,2.38,2.15,4.33
"90    D. Zagreb - Hajduk Split
Name: Match, dtype: object",888sport,2.30,2.10,4.50
"90    D. Zagreb - Hajduk Split
Name: Match, dtype: object",Asianodds,2.29,2.29,4.55
"90    D. Zagreb - Hajduk Split
Name: Match, dtype: object",bet-at-home,2.36,2.35,4.67
"90    D. Zagreb - Hajduk Split
Name: Match, dtype: object",bet365,2.43,2.20,3.95
"90    D. Zagreb - Hajduk Split
Name: Match, dtype: object",Betfair,2.43,2.12,4.50
"91    Lok. Zagreb - Gorica
Name: Match, dtype: object",10Bet,2.90,2.15,3.05
"91    Lok. Zagreb - Gorica
Name: Match, dtype: object",12BET,3.05,2.20,3.15
"91    Lok. Zagreb - Gorica
Name: Match, dtype: object",188BET,3.10,2.30,3.20
"91    Lok. Zagreb - Gorica
Name: Match, dtype: object",18bet,3.00,2.15,3.10
